0.2959735691547394 1.0787798166275024|0.3396262228488922 1.059388279914856|poland|poland
1.8644248247146606 -0.10910363495349884|1.8645703792572021 -0.10911717265844345|indonesia|indonesia
-6.073693860565321 1.2403002977371216|-5.968722854052679 1.2924582958221436|none|none
-6.163376566265718 1.0996285676956177|-6.168172177170412 1.1007685661315918|none|none
0.10089854896068573 1.0361253023147583|0.10621318221092224 1.0049993991851807|netherlands|luxembourg
2.3892464637756348 0.6564300656318665|2.3014907836914062 0.8351717591285706|japan|russia
-1.2445991039276123 -0.7889527678489685|-1.3438081741333008 -0.21280281245708466|argentina|peru
5.611154441033499 -0.22832727432250977|5.673314634953634 -0.14092329144477844|none|none
-0.6098706722259521 -0.14092329144477844|-0.7068647742271423 -0.1643199622631073|brazil|brazil
0.5677971839904785 0.27480465173721313|0.5470729470252991 0.5511400103569031|sudan|egypt
0.17754589021205902 0.6915940046310425|-0.008154701441526413 0.7519976496696472|tunisia|spain
2.9377901554107666 -0.31451481580734253|2.6709089279174805 -0.4986491799354553|vanuatu|australia
2.672065258026123 -0.5011494159698486|2.670835256576538 -0.4988590180873871|australia|australia
8.50192624727358 0.7050485014915466|8.584676090870992 0.8351717591285706|none|none
-6.132261190806524 1.0135481357574463|-6.132328648363249 1.0133090019226074|none|none
8.72193700471987 0.6658658981323242|8.722537819539205 0.6675524115562439|none|none
-5.753830556069509 1.3129783868789673|-5.753652815018789 1.3138445615768433|none|none
-1.3477470874786377 0.7382358908653259|-1.3502548933029175 0.7391841411590576|united-states|united-states
0.12976069748401642 0.9305922389030457|0.13236060738563538 0.9456931352615356|switzerland|switzerland
6.57739365497698 1.0774887800216675|6.574547533188955 1.1155198812484741|none|none
8.096470538769857 0.023332839831709862|8.09466797510256 0.02260620705783367|none|none
0.14870713651180267 0.9415974617004395|0.14938873052597046 0.9427302479743958|switzerland|switzerland
-0.011069686152040958 1.0527292490005493|-0.026993034407496452 1.118090033531189|united-kingdom|united-kingdom
-5.589278344308035 0.9374290108680725|-5.601699773465292 0.8820289373397827|none|none
2.6708967685699463 -0.49873802065849304|2.672065258026123 -0.5011494159698486|australia|australia
6.691185567771093 0.8239407539367676|6.691444043313162 0.8246444463729858|none|none
6.381347205732958 1.0669447183609009|6.373465139661924 1.0728451013565063|none|none
0.15061911940574646 1.0133403539657593|0.15066136419773102 1.0133650302886963|germany|germany
-6.163349602614538 1.043347954750061|-6.16332865903248 1.0433533191680908|none|none
-6.090803075824873 0.9952540993690491|-6.123117823396818 0.9760848879814148|none|none
2.672065258026123 -0.5011494159698486|2.6708967685699463 -0.49873802065849304|australia|australia
4.83046526113619 0.8201672434806824|4.830411378537313 0.820253849029541|none|none
-5.6267781297313135 1.178735613822937|-5.626005951558248 1.1780681610107422|none|none
7.683843795453207 0.22859010100364685|7.826644961033956 0.40451890230178833|none|none
8.647961680089132 0.6463637948036194|8.647956673298971 0.6463422179222107|none|none
4.999651018773214 0.892937421798706|5.038662258778707 0.824032723903656|none|none
-1.2206926345825195 0.32840439677238464|-1.3996330499649048 0.4659954905509949|dominican-republic|united-states
0.4921402633190155 -0.4728897511959076|0.49189427495002747 -0.4677474796772003|south-africa|south-africa
-5.590844515954153 -0.07063063979148865|-5.640794877205984 -0.0222949031740427|none|none
5.062492672597067 0.32840439677238464|4.8835522572146814 0.4659954905509949|none|none
0.3668026924133301 1.0726925134658813|0.3665933310985565 1.072632074356079|poland|poland
8.033512298260824 0.09308041632175446|8.114683810864584 0.2028752863407135|none|none
-6.310178341587083 1.118090033531189|-6.28768656194304 1.0529288053512573|none|none
-6.108111445103781 1.1107115745544434|-6.107136715446607 1.0943467617034912|none|none
2.364776372909546 0.6463637948036194|2.218740940093994 0.7050485014915466|japan|korea-rep-
-6.189410057161943 0.8402795195579529|-6.151496816669599 0.8663923740386963|none|none
-6.893055979405538 -0.14092329144477844|-6.8917914668666285 -0.141150563955307|none|none
6.752875928078787 0.9206157922744751|6.764516804610388 0.9359362721443176|none|none
5.528893772755758 -0.41199010610580444|6.60468310514559 -0.6299494504928589|none|none
6.615779999886648 0.9449551701545715|6.631258402262823 1.012313961982727|none|none
6.366487447415487 1.07418692111969|6.366192434226171 1.074111819267273|none|none
0.08631262183189392 1.0745422840118408|0.08620670437812805 1.0748047828674316|netherlands|netherlands
-5.86191445985903 1.214240550994873|-5.802118454371588 1.1212871074676514|none|none
-0.039093978703022 1.1087825298309326|-0.03924346715211868 1.1088123321533203|united-kingdom|united-kingdom
0.3828740119934082 0.9333062171936035|0.37078431248664856 0.9766460657119751|romania|slovak-republic
4.722750727330343 0.8345434069633484|4.608748737965719 0.7918316721916199|none|none
0.1505938619375229 1.0132958889007568|0.15085665881633759 1.0133090019226074|germany|germany
-0.8456973433494568 -0.024970978498458862|-0.8457613587379456 -0.025641364976763725|brazil|brazil
0.2540353834629059 1.1074249744415283|0.2310316115617752 1.0815197229385376|poland|germany
6.256761353706018 0.21764083206653595|6.3257040234850805 0.11113455891609192|none|none
5.4618805090533655 -0.4108542501926422|5.461857203637258 -0.4107441008090973|none|none
-6.1325009057866495 1.0133745670318604|-6.132523942981855 1.0133650302886963|none|none
-5.2251779476748865 1.2114750146865845|-5.075093452130453 0.7922531366348267|none|none
-1.292754054069519 0.7807514071464539|-1.2916733026504517 0.7795592546463013|united-states|united-states
-6.246895872299568 0.9765554070472717|-6.243780624364511 0.9812492728233337|none|none
-4.532858316098348 0.09308041632175446|-4.452348176633016 0.20322100818157196|none|none
6.478261802588598 0.9942216277122498|6.4774425516473215 0.9947639107704163|none|none
6.433534953986303 0.8794323801994324|6.433766532932417 0.8924812078475952|none|none
-7.634962503110067 0.7407591938972473|-7.595605436955587 0.7619177103042603|none|none
5.293844405804769 -0.6902636289596558|6.60544848838915 -0.6310338973999023|none|none
0.3396262228488922 1.059388279914856|0.3480575978755951 1.0124995708465576|poland|poland
-1.2466480731964111 0.8048842549324036|-1.2466717958450317 0.8048979640007019|united-states|united-states
0.3666846752166748 1.0728517770767212|0.36654606461524963 1.0726125240325928|poland|poland
-6.199378799890177 1.0753319263458252|-6.199566763137476 1.0744969844818115|none|none
-6.133288923894064 1.0133112668991089|-6.13256618777384 1.0133403539657593|none|none
6.43090790907015 0.9044972062110901|6.431544143949644 0.9413641691207886|none|none
-6.196978602801458 1.0748047828674316|-6.196872685347692 1.0745422840118408|none|none
-2.06398344039917 0.6326830387115479|-2.0635952949523926 0.6328948140144348|united-states|united-states
-3.753441874180929 -0.7135905623435974|-3.7539249102221888 -0.714038610458374|none|none
-1.0867794752120972 -0.7340041995048523|-1.0637704133987427 -0.6440919041633606|argentina|argentina
0.15887197852134705 0.8932462334632874|0.2081652730703354 0.8910080194473267|italy|italy
-0.6145260334014893 -0.10227666050195694|-0.2309749573469162 0.1487586796283722|brazil|sierra-leone
-6.033424142991201 0.9219685196876526|-6.0308076480971735 0.9075399041175842|none|none
-8.005620900784628 0.5385831594467163|-7.973955456410543 0.6071354746818542|none|none
4.632445041333334 0.7432754039764404|4.722750727330343 0.8345434069633484|none|none
-5.626750353966848 1.1775187253952026|-5.626619998608724 1.1773114204406738|none|none
0.20115973055362701 0.9611325860023499|0.16006748378276825 0.9760848879814148|germany|germany
-6.243780624364511 0.9812492728233337|-6.246895872299568 0.9765554070472717|none|none
7.638617221509115 0.22598803043365479|7.036347631608145 0.20369486510753632|none|none
0.1744036078453064 1.187239408493042|0.17492982745170593 1.1109129190444946|denmark|germany
0.08460363000631332 1.0773794651031494|0.08529158681631088 1.0757403373718262|netherlands|netherlands
-6.176474537943498 0.9994524717330933|-6.179202784095899 1.0011723041534424|none|none
-2.1487135887145996 0.9914011359214783|-2.1487112045288086 0.9913893342018127|canada|canada
8.700995508824484 -0.65089350938797|8.30938440958132 0.10471026599407196|none|none
2.6388161182403564 -0.6298641562461853|2.638828754425049 -0.6298114657402039|australia|australia
9.295607153569357 -0.8455566763877869|8.92191726366152 -0.6300039291381836|none|none
-0.7668015360832214 -0.35483139753341675|-0.724926769733429 -0.370559424161911|brazil|brazil
6.32527913922538 0.9783576726913452|6.388812180851595 0.9971345067024231|none|none
-6.15342460969557 0.9305922389030457|-6.175940495227472 0.9113951325416565|none|none
0.3318893015384674 1.017527461051941|0.33204635977745056 1.0178053379058838|poland|poland
-6.151793603097097 1.0710840225219727|-6.130636144672529 1.014562726020813|none|none
6.415545914565222 0.9456931352615356|6.3888753096209925 0.9121422171592712|none|none
6.691066298876898 0.82466721534729|6.690444950257437 0.8241041898727417|none|none
-5.626765195523397 1.1762865781784058|-5.624961082135336 1.176745891571045|none|none
-6.322428774331705 1.1088123321533203|-6.322279285882608 1.1087825298309326|none|none
1.2080918550491333 0.7922531366348267|0.8748310804367065 1.1007651090621948|uzbekistan|russia
4.753953401242391 0.8057461380958557|4.830411378537313 0.820253849029541|none|none
6.368476893995897 1.0757403373718262|6.369367677961485 1.0747829675674438|none|none
4.999225083981649 0.8938320875167847|4.961963359509603 0.891782820224762|none|none
0.03939502313733101 0.9812593460083008|0.036289434880018234 0.9765554070472717|france|france
4.632445041333334 0.7432754039764404|4.632416669522421 0.7425627112388611|none|none
-1.6893779039382935 0.6062994599342346|-1.6653146743774414 0.5481875538825989|united-states|united-states
0.16006748378276825 0.9760848879814148|0.1525537520647049 1.0135903358459473|germany|germany
5.0436827580081385 0.811115026473999|5.042962614689962 0.8175160884857178|none|none
0.23015214502811432 0.908200740814209|0.22707845270633698 0.9520485401153564|italy|austria
7.251572434102194 -0.3731859624385834|6.824105683957235 -0.5448637008666992|none|none
-7.115330163632528 -0.34056952595710754|-7.17688221136202 -0.41806474328041077|none|none
6.256761353706018 0.21764083206653595|6.460731197391645 0.6915940046310425|none|none
6.597647760306494 1.2924582958221436|6.598440591488973 1.2938812971115112|none|none
-7.121590022240774 -0.2799948453903198|-7.1424729267703455 -0.2950521409511566|none|none
0.23341545462608337 1.0784871578216553|0.2503441274166107 1.013446569442749|germany|czech-republic
6.9381917158709925 1.1742550134658813|6.938187483941213 1.1742573976516724|none|none
-4.527090016995565 0.24799400568008423|-4.529098574315206 0.24243377149105072|none|none
6.320032663886444 0.7948427796363831|6.320481814687149 0.7940195202827454|none|none
6.578606847916738 1.0776066780090332|6.58018267551531 1.0411739349365234|none|none
8.057390515004293 0.05089191347360611|8.093007747326986 0.023058118298649788|none|none
1.368026614189148 0.3093765079975128|1.2740685939788818 0.3390316367149353|india|india
-3.8653751055346888 -0.65089350938797|-3.8646088282214563 -0.6514893770217896|none|none
-2.5005158386193216E-4 1.0520331859588623|-2.506379969418049E-4 1.0520116090774536|united-kingdom|united-kingdom
-7.050565246735708 -0.3554849624633789|-7.0382771531688135 -0.4110354781150818|none|none
-7.100253466759817 -0.4221055507659912|-7.1008212010013025 -0.42407023906707764|none|none
-5.629087750111715 1.17886221408844|-5.629087571297781 1.1788647174835205|none|none
-6.132500741873876 1.013450026512146|-6.13248293498625 1.0134093761444092|none|none
0.10995891690254211 1.064864158630371|0.10781051218509674 1.0733250379562378|netherlands|netherlands
-4.261117998753683 -0.5891169309616089|-3.8646088282214563 -0.6514893770217896|none|none
8.954020563756124 -0.4988590180873871|8.954081598912374 -0.4987379312515259|none|none
0.09971495717763901 0.8854448199272156|0.09316354244947433 0.8414528965950012|france|france
-7.523852650319235 0.8214545249938965|-7.527708355580465 0.824032723903656|none|none
0.8828456997871399 0.47442394495010376|0.7531623244285583 0.20369486510753632|bahrain|djibouti
6.48277792731394 0.9384490847587585|6.5133374522077006 0.908200740814209|none|none
-6.169241134320394 1.1019896268844604|-6.169112626706259 1.1018526554107666|none|none
-0.8457613587379456 -0.025641364976763725|-0.8456973433494568 -0.024970978498458862|brazil|brazil
-1.627618432044983 0.8806920647621155|-1.6744365692138672 0.7918316721916199|united-states|united-states
-6.031358603631155 1.0123718976974487|-6.0328411797629755 1.013446569442749|none|none
-7.574858609830038 0.7795592546463013|-7.574860397969381 0.7799327969551086|none|none
0.14827528595924377 0.9414787292480469|0.14868499338626862 0.9415886402130127|switzerland|switzerland
4.155293289815084 0.7063327431678772|4.15584904352297 0.7045066356658936|none|none
8.114022437726156 0.20322100818157196|8.033512298260824 0.09308041632175446|none|none
6.220810581241743 0.773138701915741|6.219256948922769 0.7735598087310791|none|none
6.414873797689573 0.8663923740386963|6.376348849629061 0.8414528965950012|none|none
-6.0308076480971735 0.9075399041175842|-6.053033162151472 0.908200740814209|none|none
-7.097343210374014 -0.42454925179481506|-7.098554317151205 -0.42497554421424866|none|none
-6.06481205323805 0.8067962527275085|-6.151496816669599 0.8663923740386963|none|none
6.819927696381704 1.3045010566711426|6.812540058289663 1.3129783868789673|none|none
-7.604407254849569 0.891782820224762|-7.97854453722109 1.0078684091567993|none|none
-6.105639416967527 0.6915940046310425|-6.030385378991262 0.6721916198730469|none|none
0.3560248911380768 0.8767234086990356|0.3558003604412079 0.8766003251075745|serbia|serbia
-0.975507378578186 -0.4969066381454468|-1.1382616758346558 -0.48596319556236267|argentina|argentina
-6.431759927664892 1.0634326934814453|-6.432482455168859 0.8298794031143188|none|none
-1.7327781915664673 0.34457963705062866|-1.9527111053466797 0.6163644194602966|mexico|united-states
-6.081494707857267 0.9612231850624084|-6.088108811770574 0.9942216277122498|none|none
4.15584904352297 0.7045066356658936|4.155779186879293 0.7033119201660156|none|none
-7.668701473866598 0.8483060002326965|-7.735905353222982 0.8201672434806824|none|none
-6.13070917526354 1.0139188766479492|-6.1306960622416895 1.0139580965042114|none|none
2.41857647895813 -0.6514893770217896|2.0220673084259033 -0.5891169309616089|australia|australia
7.158016387616293 1.1007651090621948|7.340911928807394 1.2114795446395874|none|none
-7.63510495821108 0.7406541109085083|-7.635115091000692 0.740645706653595|none|none
-6.105639416967527 0.6915940046310425|-6.05075736740698 0.7214933633804321|none|none
5.6110785643206995 -0.06553540378808975|5.611549262200491 -0.06504951417446136|none|none
-9.03936201730837 0.3812730312347412|-7.5277844111071985 -0.7889527678489685|none|none
-3.8646088282214563 -0.6514893770217896|-3.864260498677389 -0.6512891054153442|none|none
8.147778813038961 -0.10889943689107895|8.147755686436788 -0.10911717265844345|none|none
6.532946471367971 0.9219685196876526|6.553117398415701 0.9327464699745178|none|none
-6.1078049580203455 1.1108990907669067|-6.1078316310988825 1.1109124422073364|none|none
-6.1305831412421625 1.014487385749817|-6.130553666745321 1.0139989852905273|none|none
-5.951296005641119 1.017527461051941|-5.951535944138662 1.0175431966781616|none|none
4.154660526906149 0.7042950987815857|4.15584904352297 0.7045066356658936|none|none
5.467874948178427 -0.4228554368019104|5.468437377606527 -0.4238542914390564|none|none
-0.8817147612571716 -0.5457966327667236|-0.7542915344238281 -0.41199010610580444|brazil|brazil
-4.882526818905966 0.22859010100364685|-4.508980099354879 0.05089191347360611|none|none
4.157692734395162 0.7012743353843689|4.219167296086447 0.6326876878738403|none|none
-1.5017292499542236 0.7578144073486328|-1.472843050956726 0.6265891790390015|united-states|united-states
1.577547550201416 0.4269413948059082|1.5434596538543701 0.40451890230178833|bangladesh|india
4.834526364003317 0.7655677795410156|4.81034225622286 0.6265891790390015|none|none
0.33204635977745056 1.0178053379058838|0.3318893015384674 1.017527461051941|poland|poland
-3.9182077089892786 0.6459780931472778|-4.054084364567892 0.47546932101249695|none|none
0.2959735691547394 1.0787798166275024|0.2952882647514343 1.0783109664916992|poland|poland
8.144797031079428 0.1888965666294098|8.033512298260824 0.09308041632175446|none|none
6.397129480038778 1.1019896268844604|6.397257987652914 1.1018526554107666|none|none
-0.8817147612571716 -0.5457966327667236|-0.8932942152023315 -0.5498265027999878|brazil|brazil
6.134623546396391 1.0634381771087646|6.170789752398626 1.1040984392166138|none|none
0.11879812180995941 1.0442203283309937|0.11898607760667801 1.045555591583252|germany|germany
6.411130119358198 0.8995224237442017|6.416922856365339 0.8836399912834167|none|none
-5.914628360663549 1.072878122329712|-5.913756702338354 1.0492497682571411|none|none
6.435816947613851 1.0139989852905273|6.4755675385343 0.9952540993690491|none|none
1.368026614189148 0.3093765079975128|1.267797827720642 0.4163106679916382|india|india
0.49189427495002747 -0.4677474796772003|0.49116379022598267 -0.4688257575035095|south-africa|south-africa
-4.054084364567892 0.47546932101249695|-4.171234194432394 0.2577948570251465|none|none
6.581564191971914 0.960579514503479|6.581562970076696 0.9605745077133179|none|none
6.4356504569398325 1.0139474868774414|6.435674552117483 1.0139580965042114|none|none
-6.179202784095899 1.0011723041534424|-6.17558711418976 1.0008692741394043|none|none
5.46554941335787 -0.42407023906707764|5.460182015095846 -0.409810334444046|none|none
6.361213531588213 1.064016342163086|6.366499539707796 1.0735422372817993|none|none
5.26437479654421 -0.644515335559845|5.3076779286014 -0.4969066381454468|none|none
-5.919160340224401 1.0710982084274292|-5.913756702338354 1.0492497682571411|none|none
0.17533281445503235 1.1109187602996826|0.21602536737918854 1.1745445728302002|germany|denmark
