8.30525261560549 -0.5891169309616089|8.305544916783468 -0.5889442563056946|8.305172506962911 -0.5890506505966187|none|none|none
9.259020630513326 -0.9032326340675354|8.30525261560549 -0.5891169309616089|6.60544848838915 -0.6310338973999023|none|none|none
6.795545403157369 -0.05889507383108139|6.550423566495077 -0.0751708522439003|6.776806298886434 -0.272236704826355|none|none|none
6.581350568925039 -0.40452244877815247|6.71393528977503 -0.4002548158168793|6.776806298886434 -0.272236704826355|none|none|none
6.71393528977503 -0.4002548158168793|6.772492740546362 -0.4730946719646454|6.774349097405569 -0.4688257575035095|none|none|none
6.772576246653692 -0.4741958975791931|6.775325570498602 -0.4728897511959076|6.772530589495794 -0.47305771708488464|none|none|none
6.71393528977503 -0.4002548158168793|6.763030950223104 -0.53557288646698|6.772576246653692 -0.4741958975791931|none|none|none
6.60544848838915 -0.6310338973999023|6.763030950223104 -0.53557288646698|6.60468310514559 -0.6299494504928589|none|none|none
6.774349097405569 -0.4688257575035095|6.772524956856863 -0.47305604815483093|6.772530589495794 -0.47305771708488464|none|none|none
8.305172506962911 -0.5890506505966187|8.147610131894247 -0.10910363495349884|7.286686126385824 -0.3609011471271515|none|none|none
7.286686126385824 -0.3609011471271515|7.036347631608145 0.20369486510753632|6.97552609840502 -0.07063063979148865|none|none|none
6.923661235963003 -0.05881782993674278|6.968901280556814 -0.11919613927602768|6.97552609840502 -0.07063063979148865|none|none|none
6.808682862912313 -0.03421374037861824|6.795545403157369 -0.05889507383108139|6.923661235963003 -0.05881782993674278|none|none|none
8.30525261560549 -0.5891169309616089|8.700995508824484 -0.65089350938797|8.305544916783468 -0.5889442563056946|none|none|none
8.305544916783468 -0.5889442563056946|8.305950943623678 -0.5872442722320557|8.305172506962911 -0.5890506505966187|none|none|none
8.812526051198141 -0.7143378257751465|8.30525261560549 -0.5891169309616089|9.259020630513326 -0.9032326340675354|none|none|none
5.148167673741476 -0.8273489475250244|9.259020630513326 -0.9032326340675354|6.60544848838915 -0.6310338973999023|none|none|none
6.550423566495077 -0.0751708522439003|6.795545403157369 -0.05889507383108139|6.808682862912313 -0.03421374037861824|none|none|none
6.550423566495077 -0.0751708522439003|6.514054198061125 -0.15587666630744934|6.776806298886434 -0.272236704826355|none|none|none
6.763030950223104 -0.53557288646698|6.71393528977503 -0.4002548158168793|6.581350568925039 -0.40452244877815247|none|none|none
6.514054198061125 -0.15587666630744934|6.581350568925039 -0.40452244877815247|6.776806298886434 -0.272236704826355|none|none|none
6.772492740546362 -0.4730946719646454|6.71393528977503 -0.4002548158168793|6.772576246653692 -0.4741958975791931|none|none|none
6.774349097405569 -0.4688257575035095|6.772492740546362 -0.4730946719646454|6.772524956856863 -0.47305604815483093|none|none|none
6.772492740546362 -0.4730946719646454|6.772576246653692 -0.4741958975791931|6.772530589495794 -0.47305771708488464|none|none|none
6.763030950223104 -0.53557288646698|6.581350568925039 -0.40452244877815247|6.60468310514559 -0.6299494504928589|none|none|none
5.401470545922415 -0.5457966327667236|6.60544848838915 -0.6310338973999023|6.60468310514559 -0.6299494504928589|none|none|none
6.772524956856863 -0.47305604815483093|6.772492740546362 -0.4730946719646454|6.772530589495794 -0.47305771708488464|none|none|none
8.305172506962911 -0.5890506505966187|8.305950943623678 -0.5872442722320557|8.147610131894247 -0.10910363495349884|none|none|none
8.147610131894247 -0.10910363495349884|8.057390515004293 0.05089191347360611|7.286686126385824 -0.3609011471271515|none|none|none
7.638617221509115 0.22598803043365479|7.036347631608145 0.20369486510753632|7.286686126385824 -0.3609011471271515|none|none|none
7.036347631608145 0.20369486510753632|6.9255757371531885 -0.0222949031740427|6.97552609840502 -0.07063063979148865|none|none|none
6.9255757371531885 -0.0222949031740427|6.923661235963003 -0.05881782993674278|6.97552609840502 -0.07063063979148865|none|none|none
6.808682862912313 -0.03421374037861824|6.923661235963003 -0.05881782993674278|6.851885859166281 0.005470569711178541|none|none|none
8.30525261560549 -0.5891169309616089|8.701761786137716 -0.6514893770217896|8.700995508824484 -0.65089350938797|none|none|none
8.700995508824484 -0.65089350938797|8.305950943623678 -0.5872442722320557|8.305544916783468 -0.5889442563056946|none|none|none
8.30525261560549 -0.5891169309616089|8.812526051198141 -0.7143378257751465|8.701761786137716 -0.6514893770217896|none|none|none
8.813012663518087 -0.7143193483352661|8.812526051198141 -0.7143378257751465|9.259020630513326 -0.9032326340675354|none|none|none
5.148167673741476 -0.8273489475250244|2.9758353233337402 -0.9032326340675354|9.259020630513326 -0.9032326340675354|none|new-zealand|none
5.279009882603781 -0.7162051200866699|5.148167673741476 -0.8273489475250244|6.60544848838915 -0.6310338973999023|none|none|none
6.549751106892721 -0.07469210773706436|6.550423566495077 -0.0751708522439003|6.808682862912313 -0.03421374037861824|none|none|none
6.5140564183341425 -0.15450726449489594|6.514054198061125 -0.15587666630744934|6.550423566495077 -0.0751708522439003|none|none|none
6.514054198061125 -0.15587666630744934|5.674579147492544 -0.141150563955307|6.581350568925039 -0.40452244877815247|none|none|none
6.581350568925039 -0.40452244877815247|5.579877797757284 -0.3622075617313385|6.60468310514559 -0.6299494504928589|none|none|none
5.401470545922415 -0.5457966327667236|5.293844405804769 -0.6902636289596558|6.60544848838915 -0.6310338973999023|none|none|none
5.528893772755758 -0.41199010610580444|5.401470545922415 -0.5457966327667236|6.60468310514559 -0.6299494504928589|none|none|none
8.305950943623678 -0.5872442722320557|8.147755686436788 -0.10911717265844345|8.147610131894247 -0.10910363495349884|none|none|none
8.147610131894247 -0.10910363495349884|8.147580806409017 -0.10867997258901596|8.057390515004293 0.05089191347360611|none|none|none
8.057390515004293 0.05089191347360611|7.683843795453207 0.22859010100364685|7.286686126385824 -0.3609011471271515|none|none|none
7.555546824132101 0.3390236794948578|7.036347631608145 0.20369486510753632|7.638617221509115 0.22598803043365479|none|none|none
7.638673845921652 0.22596630454063416|7.638617221509115 0.22598803043365479|7.286686126385824 -0.3609011471271515|none|none|none
7.036347631608145 0.20369486510753632|6.851885859166281 0.005470569711178541|6.9255757371531885 -0.0222949031740427|none|none|none
6.851885859166281 0.005470569711178541|6.923661235963003 -0.05881782993674278|6.9255757371531885 -0.0222949031740427|none|none|none
6.850982491170065 0.27480465173721313|6.808682862912313 -0.03421374037861824|6.851885859166281 0.005470569711178541|none|none|none
8.701761786137716 -0.6514893770217896|8.702110115681783 -0.6512891054153442|8.700995508824484 -0.65089350938797|none|none|none
8.305950943623678 -0.5872442722320557|8.700995508824484 -0.65089350938797|8.30938440958132 0.10471026599407196|none|none|none
8.701761786137716 -0.6514893770217896|8.812526051198141 -0.7143378257751465|8.702212158833639 -0.6513945460319519|none|none|none
8.812526051198141 -0.7143378257751465|8.813012663518087 -0.7143193483352661|8.812734190617697 -0.7140507698059082|none|none|none
8.813239638005392 -0.7141024470329285|8.813012663518087 -0.7143193483352661|9.259020630513326 -0.9032326340675354|none|none|none
5.148167673741476 -0.8273489475250244|5.038586203251974 -0.7889527678489685|2.9758353233337402 -0.9032326340675354|none|none|new-zealand
9.259020630513326 -0.9032326340675354|2.9758353233337402 -0.9032326340675354||none|new-zealand|none
5.148167673741476 -0.8273489475250244|5.279009882603781 -0.7162051200866699|5.196405831967489 -0.7340041995048523|none|none|none
5.293844405804769 -0.6902636289596558|5.279009882603781 -0.7162051200866699|6.60544848838915 -0.6310338973999023|none|none|none
6.5140564183341425 -0.15450726449489594|6.550423566495077 -0.0751708522439003|6.549751106892721 -0.07469210773706436|none|none|none
6.549751106892721 -0.07469210773706436|6.808682862912313 -0.03421374037861824|6.850982491170065 0.27480465173721313|none|none|none
6.514054198061125 -0.15587666630744934|6.5140564183341425 -0.15450726449489594|6.279833992254929 0.09718675911426544|none|none|none
5.674579147492544 -0.141150563955307|6.514054198061125 -0.15587666630744934|6.213288437818186 0.09333295375108719|none|none|none
5.674579147492544 -0.141150563955307|5.579877797757284 -0.3622075617313385|6.581350568925039 -0.40452244877815247|none|none|none
5.579877797757284 -0.3622075617313385|5.528893772755758 -0.41199010610580444|6.60468310514559 -0.6299494504928589|none|none|none
5.293844405804769 -0.6902636289596558|5.401470545922415 -0.5457966327667236|5.389298144971029 -0.5502653121948242|none|none|none
5.434811476861135 -0.5015059113502502|5.401470545922415 -0.5457966327667236|5.528893772755758 -0.41199010610580444|none|none|none
8.147755686436788 -0.10911717265844345|8.305950943623678 -0.5872442722320557|8.30938440958132 0.10471026599407196|none|none|none
8.147755686436788 -0.10911717265844345|8.147778813038961 -0.10889943689107895|8.147610131894247 -0.10910363495349884|none|none|none
8.147778813038961 -0.10889943689107895|8.147580806409017 -0.10867997258901596|8.147610131894247 -0.10910363495349884|none|none|none
8.057390515004293 0.05089191347360611|8.147580806409017 -0.10867997258901596|8.093007747326986 0.023058118298649788|none|none|none
7.683843795453207 0.22859010100364685|8.057390515004293 0.05089191347360611|8.033512298260824 0.09308041632175446|none|none|none
7.683843795453207 0.22859010100364685|7.638673845921652 0.22596630454063416|7.286686126385824 -0.3609011471271515|none|none|none
7.036347631608145 0.20369486510753632|7.555546824132101 0.3390236794948578|7.266267899666921 0.45335718989372253|none|none|none
7.555546824132101 0.3390236794948578|7.638617221509115 0.22598803043365479|7.557253901158468 0.3390316367149353|none|none|none
7.638617221509115 0.22598803043365479|7.638673845921652 0.22596630454063416|7.651211921368734 0.3093765079975128|none|none|none
7.036347631608145 0.20369486510753632|6.850982491170065 0.27480465173721313|6.851885859166281 0.005470569711178541|none|none|none
8.702110115681783 -0.6512891054153442|8.701761786137716 -0.6514893770217896|8.702212158833639 -0.6513945460319519|none|none|none
8.702110115681783 -0.6512891054153442|8.951771799718038 -0.5031149983406067|8.700995508824484 -0.65089350938797|none|none|none
8.700995508824484 -0.65089350938797|8.954094235097067 -0.4986491799354553|8.30938440958132 0.10471026599407196|none|none|none
8.702212158833639 -0.6513945460319519|8.812526051198141 -0.7143378257751465|8.812445704136984 -0.714038610458374|none|none|none
8.813012663518087 -0.7143193483352661|8.81315809885134 -0.7139879465103149|8.812734190617697 -0.7140507698059082|none|none|none
8.812445704136984 -0.714038610458374|8.812526051198141 -0.7143378257751465|8.812734190617697 -0.7140507698059082|none|none|none
8.813012663518087 -0.7143193483352661|8.813239638005392 -0.7141024470329285|8.81315809885134 -0.7139879465103149|none|none|none
8.886061970387594 -0.6582059860229492|8.813239638005392 -0.7141024470329285|9.259020630513326 -0.9032326340675354|none|none|none
5.038586203251974 -0.7889527678489685|5.148167673741476 -0.8273489475250244|5.0953009764300745 -0.7391958236694336|none|none|none
2.9758353233337402 -0.9032326340675354|5.038586203251974 -0.7889527678489685|3.0504159927368164 -0.7923868298530579|new-zealand|none|new-zealand
2.9758353233337402 -0.9032326340675354|-3.307349983845846 -0.9032326340675354||new-zealand|none|none
9.333601299916403 -0.7923868298530579|9.259020630513326 -0.9032326340675354||none|none|none
5.279009882603781 -0.7162051200866699|5.219414893780844 -0.6440919041633606|5.196405831967489 -0.7340041995048523|none|none|none
5.0953009764300745 -0.7391958236694336|5.148167673741476 -0.8273489475250244|5.196405831967489 -0.7340041995048523|none|none|none
5.2718310991870325 -0.651002824306488|5.279009882603781 -0.7162051200866699|5.293844405804769 -0.6902636289596558|none|none|none
6.5140564183341425 -0.15450726449489594|6.549751106892721 -0.07469210773706436|6.342365000640051 0.1128491759300232|none|none|none
6.342365000640051 0.1128491759300232|6.549751106892721 -0.07469210773706436|6.850982491170065 0.27480465173721313|none|none|none
6.279833992254929 0.09718675911426544|6.5140564183341425 -0.15450726449489594|6.342365000640051 0.1128491759300232|none|none|none
6.213288437818186 0.09333295375108719|6.514054198061125 -0.15587666630744934|6.279833992254929 0.09718675911426544|none|none|none
5.674579147492544 -0.141150563955307|6.213288437818186 0.09333295375108719|6.05221034983267 0.1487586796283722|none|none|none
5.611154441033499 -0.22832727432250977|5.579877797757284 -0.3622075617313385|5.674579147492544 -0.141150563955307|none|none|none
5.579877797757284 -0.3622075617313385|5.529349688683645 -0.4107121527194977|5.528893772755758 -0.41199010610580444|none|none|none
5.401470545922415 -0.5457966327667236|5.389891091977255 -0.5498265027999878|5.389298144971029 -0.5502653121948242|none|none|none
5.2718310991870325 -0.651002824306488|5.293844405804769 -0.6902636289596558|5.389298144971029 -0.5502653121948242|none|none|none
5.401470545922415 -0.5457966327667236|5.434811476861135 -0.5015059113502502|5.3898741642581385 -0.5326100587844849|none|none|none
5.469027403985159 -0.42454925179481506|5.434811476861135 -0.5015059113502502|5.528893772755758 -0.41199010610580444|none|none|none
8.209802095090048 0.026615014299750328|8.147755686436788 -0.10911717265844345|8.30938440958132 0.10471026599407196|none|none|none
8.147778813038961 -0.10889943689107895|8.147755686436788 -0.10911717265844345|8.209802095090048 0.026615014299750328|none|none|none
8.147580806409017 -0.10867997258901596|8.147778813038961 -0.10889943689107895|8.209802095090048 0.026615014299750328|none|none|none
8.093007747326986 0.023058118298649788|8.147580806409017 -0.10867997258901596|8.094447199498312 0.022574899718165398|none|none|none
8.094201151524679 0.025463182479143143|8.057390515004293 0.05089191347360611|8.093007747326986 0.023058118298649788|none|none|none
8.057390515004293 0.05089191347360611|8.057388488446371 0.05089699849486351|8.033512298260824 0.09308041632175446|none|none|none
7.683843795453207 0.22859010100364685|8.033512298260824 0.09308041632175446|8.037272040043966 0.24243377149105072|none|none|none
7.638673845921652 0.22596630454063416|7.683843795453207 0.22859010100364685|7.651211921368734 0.3093765079975128|none|none|none
7.555546824132101 0.3390236794948578|7.550983134900228 0.4163106679916382|7.266267899666921 0.45335718989372253|none|none|none
7.036347631608145 0.20369486510753632|7.266267899666921 0.45335718989372253|7.246432904397146 0.45148736238479614|none|none|none
7.557253901158468 0.3390316367149353|7.638617221509115 0.22598803043365479|7.651211921368734 0.3093765079975128|none|none|none
7.550983134900228 0.4163106679916382|7.555546824132101 0.3390236794948578|7.557253901158468 0.3390316367149353|none|none|none
7.036347631608145 0.20369486510753632|7.166031006966726 0.47442394495010376|6.850982491170065 0.27480465173721313|none|none|none
8.702110115681783 -0.6512891054153442|8.702212158833639 -0.6513945460319519|8.886061970387594 -0.6582059860229492|none|none|none
8.951771799718038 -0.5031149983406067|8.702110115681783 -0.6512891054153442|8.886061970387594 -0.6582059860229492|none|none|none
8.951771799718038 -0.5031149983406067|8.953975025807516 -0.49884533882141113|8.700995508824484 -0.65089350938797|none|none|none
8.953975025807516 -0.49884533882141113|8.954094235097067 -0.4986491799354553|8.700995508824484 -0.65089350938797|none|none|none
8.30938440958132 0.10471026599407196|8.954094235097067 -0.4986491799354553|8.395495001469747 0.2563435435295105|none|none|none
8.812928740178243 -0.7135905623435974|8.702212158833639 -0.6513945460319519|8.812445704136984 -0.714038610458374|none|none|none
8.81315809885134 -0.7139879465103149|8.813161436711447 -0.7139658331871033|8.812734190617697 -0.7140507698059082|none|none|none
8.812928740178243 -0.7135905623435974|8.812445704136984 -0.714038610458374|8.812734190617697 -0.7140507698059082|none|none|none
8.813239638005392 -0.7141024470329285|8.8132429758655 -0.7139856219291687|8.81315809885134 -0.7139879465103149|none|none|none
8.8132429758655 -0.7139856219291687|8.813239638005392 -0.7141024470329285|8.886061970387594 -0.6582059860229492|none|none|none
8.92191726366152 -0.6300039291381836|8.886061970387594 -0.6582059860229492|9.259020630513326 -0.9032326340675354|none|none|none
5.038586203251974 -0.7889527678489685|5.0953009764300745 -0.7391958236694336|5.050569955502645 -0.6199737191200256|none|none|none
5.038586203251974 -0.7889527678489685|3.05047345161438 -0.792235791683197|3.0504159927368164 -0.7923868298530579|none|new-zealand|new-zealand
2.9758353233337402 -0.9032326340675354|3.0504159927368164 -0.7923868298530579|3.0124218463897705 -0.8455566763877869|new-zealand|new-zealand|new-zealand
2.9758353233337402 -0.9032326340675354|-1.1350176334381104 -0.8273489475250244|-3.307349983845846 -0.9032326340675354|new-zealand|argentina|none
-3.307349983845846 -0.9032326340675354|-7.418202940617697 -0.8273489475250244||none|none|none
9.259020630513326 -0.9032326340675354|9.333601299916403 -0.7923868298530579|9.295607153569357 -0.8455566763877869|none|none|none
9.333658758793966 -0.792235791683197|9.333601299916403 -0.7923868298530579||none|none|none
5.2718310991870325 -0.651002824306488|5.219414893780844 -0.6440919041633606|5.279009882603781 -0.7162051200866699|none|none|none
5.219414893780844 -0.6440919041633606|5.125375572835104 -0.6170262098312378|5.196405831967489 -0.7340041995048523|none|none|none
5.125375572835104 -0.6170262098312378|5.0953009764300745 -0.7391958236694336|5.196405831967489 -0.7340041995048523|none|none|none
6.53598523536791 0.6721916198730469|6.342365000640051 0.1128491759300232|6.850982491170065 0.27480465173721313|none|none|none
6.3257040234850805 0.11113455891609192|6.279833992254929 0.09718675911426544|6.342365000640051 0.1128491759300232|none|none|none
6.256761353706018 0.21764083206653595|6.213288437818186 0.09333295375108719|6.279833992254929 0.09718675911426544|none|none|none
6.213288437818186 0.09333295375108719|6.256761353706018 0.21764083206653595|6.05221034983267 0.1487586796283722|none|none|none
5.668659273778097 -0.10227666050195694|5.674579147492544 -0.141150563955307|6.05221034983267 0.1487586796283722|none|none|none
5.611154441033499 -0.22832727432250977|5.579673413430349 -0.3621954619884491|5.579877797757284 -0.3622075617313385|none|none|none
5.674094323311941 -0.14118732511997223|5.611154441033499 -0.22832727432250977|5.674579147492544 -0.141150563955307|none|none|none
5.579877797757284 -0.3622075617313385|5.558258537446157 -0.370559424161911|5.529349688683645 -0.4107121527194977|none|none|none
5.529349688683645 -0.4107121527194977|5.529036287461416 -0.41083258390426636|5.528893772755758 -0.41199010610580444|none|none|none
5.389891091977255 -0.5498265027999878|5.401470545922415 -0.5457966327667236|5.3898741642581385 -0.5326100587844849|none|none|none
5.389298144971029 -0.5502653121948242|5.389891091977255 -0.5498265027999878|5.389436904584066 -0.5501587986946106|none|none|none
5.2718310991870325 -0.651002824306488|5.389298144971029 -0.5502653121948242|5.388971273099081 -0.5499675273895264|none|none|none
5.434811476861135 -0.5015059113502502|5.421859625970022 -0.4599423110485077|5.3898741642581385 -0.5326100587844849|none|none|none
5.434811476861135 -0.5015059113502502|5.469027403985159 -0.42454925179481506|5.467816297207968 -0.42497554421424866|none|none|none
5.481971029435293 -0.4167545437812805|5.469027403985159 -0.42454925179481506|5.528893772755758 -0.41199010610580444|none|none|none
8.209802095090048 0.026615014299750328|8.30938440958132 0.10471026599407196|8.144797031079428 0.1888965666294098|none|none|none
8.147580806409017 -0.10867997258901596|8.209802095090048 0.026615014299750328|8.096963826810018 0.02309313416481018|none|none|none
8.147580806409017 -0.10867997258901596|8.09466797510256 0.02260620705783367|8.094447199498312 0.022574899718165398|none|none|none
8.093007747326986 0.023058118298649788|8.094447199498312 0.022574899718165398|8.093894306813375 0.02317495085299015|none|none|none
8.058289472256796 0.05499578267335892|8.057390515004293 0.05089191347360611|8.094201151524679 0.025463182479143143|none|none|none
8.094201151524679 0.025463182479143143|8.093007747326986 0.023058118298649788|8.093894306813375 0.02317495085299015|none|none|none
8.057388488446371 0.05089699849486351|8.057390515004293 0.05089191347360611|8.058289472256796 0.05499578267335892|none|none|none
8.033512298260824 0.09308041632175446|8.057388488446371 0.05089699849486351|8.058289472256796 0.05499578267335892|none|none|none
8.033512298260824 0.09308041632175446|8.037325326596395 0.24237984418869019|8.037272040043966 0.24243377149105072|none|none|none
7.826644961033956 0.40451890230178833|7.683843795453207 0.22859010100364685|8.037272040043966 0.24243377149105072|none|none|none
7.683843795453207 0.22859010100364685|7.826644961033956 0.40451890230178833|7.651211921368734 0.3093765079975128|none|none|none
7.550983134900228 0.4163106679916382|7.622164789830343 0.5635581612586975|7.266267899666921 0.45335718989372253|none|none|none
7.266267899666921 0.45335718989372253|7.200030211602346 0.5413007140159607|7.246432904397146 0.45148736238479614|none|none|none
7.166031006966726 0.47442394495010376|7.036347631608145 0.20369486510753632|7.246432904397146 0.45148736238479614|none|none|none
7.550983134900228 0.4163106679916382|7.557253901158468 0.3390316367149353|7.651211921368734 0.3093765079975128|none|none|none
7.166031006966726 0.47442394495010376|6.897462670003073 0.5880293846130371|6.850982491170065 0.27480465173721313|none|none|none
8.702212158833639 -0.6513945460319519|8.812928740178243 -0.7135905623435974|8.886061970387594 -0.6582059860229492|none|none|none
8.951771799718038 -0.5031149983406067|8.886061970387594 -0.6582059860229492|8.920922581349508 -0.6271389126777649|none|none|none
8.951771799718038 -0.5031149983406067|8.95525056520571 -0.5011494159698486|8.953975025807516 -0.49884533882141113|none|none|none
8.954081598912374 -0.4987379312515259|8.954094235097067 -0.4986491799354553|8.953975025807516 -0.49884533882141113|none|none|none
8.395495001469747 0.2563435435295105|8.954094235097067 -0.4986491799354553|9.220975462590353 -0.31451481580734253|none|none|none
8.30938440958132 0.10471026599407196|8.395495001469747 0.2563435435295105|8.395352903996603 0.25674816966056824|none|none|none
8.8132429758655 -0.7139856219291687|8.813161436711447 -0.7139658331871033|8.81315809885134 -0.7139879465103149|none|none|none
8.813161436711447 -0.7139658331871033|8.812928740178243 -0.7135905623435974|8.812734190617697 -0.7140507698059082|none|none|none
8.812928740178243 -0.7135905623435974|8.8132429758655 -0.7139856219291687|8.886061970387594 -0.6582059860229492|none|none|none
8.920931164418356 -0.6271750926971436|8.886061970387594 -0.6582059860229492|8.92191726366152 -0.6300039291381836|none|none|none
8.92191726366152 -0.6300039291381836|9.259020630513326 -0.9032326340675354|9.295607153569357 -0.8455566763877869|none|none|none
5.0953009764300745 -0.7391958236694336|5.081708375607626 -0.608465313911438|5.050569955502645 -0.6199737191200256|none|none|none
5.038586203251974 -0.7889527678489685|5.050569955502645 -0.6199737191200256|4.9393771330462855 -0.21280281245708466|none|none|none
5.038586203251974 -0.7889527678489685|3.0592379570007324 -0.7131935954093933|3.05047345161438 -0.792235791683197|none|new-zealand|new-zealand
3.0504159927368164 -0.7923868298530579|3.05047345161438 -0.792235791683197|3.0124218463897705 -0.8455566763877869|new-zealand|new-zealand|new-zealand
2.6387319564819336 -0.6300039291381836|2.9758353233337402 -0.9032326340675354|3.0124218463897705 -0.8455566763877869|australia|new-zealand|new-zealand
-1.1350176334381104 -0.8273489475250244|2.9758353233337402 -0.9032326340675354|0.3222631812095642 -0.6310338973999023|argentina|new-zealand|south-africa
-1.1350176334381104 -0.8273489475250244|-1.2445991039276123 -0.7889527678489685|-3.307349983845846 -0.9032326340675354|argentina|argentina|none
-7.418202940617697 -0.8273489475250244|-3.307349983845846 -0.9032326340675354|-5.960922125970022 -0.6310338973999023|none|none|none
-7.418202940617697 -0.8273489475250244|-7.5277844111071985 -0.7889527678489685||none|none|none
9.333601299916403 -0.7923868298530579|9.333658758793966 -0.792235791683197|9.295607153569357 -0.8455566763877869|none|none|none
9.342423264180319 -0.7131935954093933|9.333658758793966 -0.792235791683197||none|none|none
5.219414893780844 -0.6440919041633606|5.2718310991870325 -0.651002824306488|5.254919234906332 -0.6413547992706299|none|none|none
5.162933890019552 -0.5778713822364807|5.125375572835104 -0.6170262098312378|5.219414893780844 -0.6440919041633606|none|none|none
5.0953009764300745 -0.7391958236694336|5.125375572835104 -0.6170262098312378|5.081708375607626 -0.608465313911438|none|none|none
6.53598523536791 0.6721916198730469|6.256761353706018 0.21764083206653595|6.342365000640051 0.1128491759300232|none|none|none
6.828797701989309 0.5506563782691956|6.53598523536791 0.6721916198730469|6.850982491170065 0.27480465173721313|none|none|none
6.3257040234850805 0.11113455891609192|6.256761353706018 0.21764083206653595|6.279833992254929 0.09718675911426544|none|none|none
6.256761353706018 0.21764083206653595|6.3257040234850805 0.11113455891609192|6.342365000640051 0.1128491759300232|none|none|none
6.256761353706018 0.21764083206653595|5.991965923701422 0.237105593085289|6.05221034983267 0.1487586796283722|none|none|none
5.668659273778097 -0.10227666050195694|5.673314634953634 -0.14092329144477844|5.674579147492544 -0.141150563955307|none|none|none
5.668587390576498 -0.10205217450857162|5.668659273778097 -0.10227666050195694|6.05221034983267 0.1487586796283722|none|none|none
5.515913252030508 -0.3539097011089325|5.579673413430349 -0.3621954619884491|5.611154441033499 -0.22832727432250977|none|none|none
5.579877797757284 -0.3622075617313385|5.579673413430349 -0.3621954619884491|5.558258537446157 -0.370559424161911|none|none|none
5.674094323311941 -0.14118732511997223|5.673314634953634 -0.14092329144477844|5.611154441033499 -0.22832727432250977|none|none|none
5.6738818923579615 -0.14105230569839478|5.674094323311941 -0.14118732511997223|5.674579147492544 -0.141150563955307|none|none|none
